"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-jGFFOr href","sc-1hp8d8a-0","sc-1q7bklc-1","sc-jGFFOr href 2","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-jGFFOr href 3","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-1hez2tp-0 22","sc-s1isp7-5 src 18","sc-1hez2tp-0 23","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-1q7bklc-1 4"
"star-fill","star-fill","star-fill","50% OFF up to 100","33 min","","https://b.zmtcdn.com/data/pictures/6/19840506/226042b32e52473fe41a33f8d4defcff_o2_featured_v2.jpg","https://www.zomato.com/mumbai/colaba-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Paan","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Restaurant partner follows WHO protocol","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","300+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","33 min","https://b.zmtcdn.com/data/pictures/2/41062/a664826dc06cff7677426530d5b93ef3_o2_featured_v2.jpg","North Indian, Chinese, Mughlai, Maharashtrian, Biryani, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","350+ orders placed from here recently","https://www.zomato.com/mumbai/swati-pan-mukhwas-tardeo/order","Swati Pan Mukhwas","4.0","https://www.zomato.com/mumbai/paramount-mohammad-ali-road/order","Paramount","3.6","50% OFF up to 100","https://www.zomato.com/mumbai/flute-24-hrs-grant-road/order","41 min","North Indian, Chinese, Italian, Biryani, Sichuan","Flute 24 Hrs","3.8","₹200 for one","225+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","350+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/9/18976589/0fe305afbe4ce7b7659e75e4b9fdddde_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Restaurant partner follows WHO protocol","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png",""
"star-fill","star-fill","star-fill","50% OFF up to 100","41 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Asian, Kebab, Pasta, Salad, Italian, Cafe, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","34 min","https://www.zomato.com/mumbai/colaba-restaurants","South Indian, North Indian, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/flamboyante-cuffe-parade/order","Flamboyante","3.9","https://www.zomato.com/mumbai/vanakkam-vihar-girgaum/order","Vanakkam Vihar","3.8","50% OFF up to 100","https://www.zomato.com/mumbai/fat-freakin-burgers-byculla/order","45 min","Burger, Fast Food, Street Food, Beverages","Fat Freakin Burgers","4.1","₹600 for one","1300+ orders placed from here recently","Restaurant partner follows WHO protocol","800+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","","star-fill","50% OFF up to 100","33 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Mughlai, Chinese","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","43 min","https://www.zomato.com/mumbai/colaba-restaurants","Gujarati, Street Food","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/cafe-mela-1-mumbai-central/order","Cafe Mela","3.9","https://www.zomato.com/mumbai/sunita-caterers-mohammad-ali-road/order","Sunita Caterers","","50% OFF up to 100","https://www.zomato.com/mumbai/keto-kafe-cuffe-parade/order","28 min","Healthy Food, Chinese, Salad, Fast Food, North Indian, Beverages, Desserts, Shake","Keto Kafe","3.9","₹600 for one","300+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","-"
"star-fill","star-fill","star-fill","50% OFF up to 100","51 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Burger, Pizza, Fast Food, Beverages, Desserts, Wraps, Pancake, Waffle","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","","775+ orders placed from here recently","","Restaurant partner follows WHO protocol","","775+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","40 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Fast Food, Sandwich, Rolls, Burger, Pizza, Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/alinos-byculla/order","Alinos","3.7","https://www.zomato.com/mumbai/shalimar-cool-point-mohammad-ali-road/order","Shalimar Cool Point","3.6","50% OFF up to 100","https://www.zomato.com/mumbai/ustaadi-cst/order","37 min","North Indian, Chinese, Italian, Biryani, BBQ, Fast Food, Desserts","Ustaadi","4.0","₹600 for one","2575+ orders placed from here recently","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"","star-fill","star-fill","50% OFF up to 100","33 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Cafe, Bakery, Beverages, Fast Food, Pasta, Desserts, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","52 min","https://www.zomato.com/mumbai/colaba-restaurants","Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹600 for one","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/cafe-markivs-churchgate/order","Cafe Markiv's","","https://www.zomato.com/mumbai/shams-fast-food-charni-road/order","Shams Fast Food","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/skp-foods-tardeo/order","42 min","Mithai, Street Food, Gujarati","SKP Foods","4.2","₹600 for one","550+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","550+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","3.5"
"star-fill","star-fill","star-fill","50% OFF up to 100","63 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Chinese, Maharashtrian, Fast Food, Street Food, Biryani, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","45 min","https://www.zomato.com/mumbai/colaba-restaurants","Street Food, Sandwich, Burger, Pizza, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","","https://www.zomato.com/mumbai/cotton-canteen-parel/order","Cotton Canteen","3.8","https://www.zomato.com/mumbai/galaxy-snacks-corner-kemps-corner/order","Galaxy Snacks Corner","3.9","50% OFF up to 100","https://www.zomato.com/mumbai/taipan-by-roshan-mazgaon/order","54 min","Asian, Chinese, Sichuan, Seafood","Taipan - By Roshan","4.1","₹150 for one","75+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","32 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","38 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts, Fast Food, Sandwich, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/the-bakerie-pure-veg-malabar-hill/order","The Bakerie - Pure Veg","3.9","https://www.zomato.com/mumbai/the-rolling-pin-breach-candy/order","The Rolling Pin","3.7","50% OFF up to 100","https://www.zomato.com/mumbai/suavi-snacks-kalbadevi/order","41 min","Street Food","Suavi Snacks","4.2","₹150 for one","300+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","450+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","North Indian, Italian, Mexican, Fast Food, Beverages, Shake, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","725+ orders placed from here recently","","Restaurant partner follows WHO protocol","","725+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","28 min","https://www.zomato.com/mumbai/colaba-restaurants","Mithai, Street Food","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","350+ orders placed from here recently","https://www.zomato.com/mumbai/new-yorker-chowpatty/order","New Yorker","4.3","https://www.zomato.com/mumbai/brijwasi-sweet-milk-bar-girgaum/order","Brijwasi Sweet & Milk Bar","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/milliways-broth-noodle-bao-grant-road/order","45 min","Asian","Milliways Broth Noodle & Bao","4.4","₹150 for one","925+ orders placed from here recently","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","35 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Mughlai, Chinese, Seafood, Fast Food, Biryani, Beverages, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","https://www.zomato.com/mumbai/colaba-restaurants","375+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","375+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","53 min","https://www.zomato.com/mumbai/colaba-restaurants","Middle Eastern","https://www.zomato.com/mumbai/colaba-restaurants","₹150 for one","","300+ orders placed from here recently","https://www.zomato.com/mumbai/patel-restaurant-mohammad-ali-road/order","Patel Restaurant","4.0","https://www.zomato.com/mumbai/mannys-falafel-byculla/order","Manny's Falafel","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/hoppumm-cst/order","40 min","Sri Lankan, South Indian","Hoppumm","4.0","₹150 for one","225+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","48 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Desserts, Turkish","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","50+ orders placed from here recently","","Restaurant partner follows WHO protocol","","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","63 min","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Sandwich, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/mezaya-mumbai-central/order","Mezaya","3.2","https://www.zomato.com/mumbai/food-box-1-mumbai-central/order","Food Box","4.4","50% OFF up to 100","https://www.zomato.com/mumbai/binas-fresh-batch-homemade-ice-cream-chowpatty/order","31 min","Desserts, Ice Cream","Bina’s Fresh Batch - Homemade Ice Cream","4.5","₹100 for one","125+ orders placed from here recently","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","","star-fill","50% OFF up to 100","34 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, North Indian, Mughlai, Biryani, Street Food, Seafood, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","53 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian","","₹100 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/colombo-marine-lines/order","Colombo","4.0","https://www.zomato.com/mumbai/safar-hotel-mohammad-ali-road/order","Safar Hotel","","30 min","https://www.zomato.com/mumbai/lazeez-shawarma-colaba/order","Shawarma, Fast Food, Chinese, Sichuan","₹100 for one","Lazeez Shawarma","2.9","","50% OFF up to 100","","","","","","","","","","","","","3.2"
