"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 16","sc-1hez2tp-0 20","sc-s1isp7-5 src 17","sc-1hez2tp-0 21","sc-s1isp7-5 src 18","sc-1hez2tp-0 22","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4"
"star-fill","","star-fill","Pro extra 20% OFF","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","45 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Fast Food, Chinese, Street Food, Sichuan, Beverages, Shake","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","https://www.zomato.com/mumbai/powai-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","525+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","33 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Chinese, Biryani","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","","1175+ orders placed from here recently","Shiv Krupa","4.0","Shahi Restaurant","","50% OFF up to 100","35 min","","","Fast Food, Street Food, Tea, Beverages","₹200 for one","350+ orders placed from here recently","Desire Instant Chai, Maza Aajaye !!","4.3","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","1175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/shiv-krupa-ghatkopar-west/order","https://www.zomato.com/mumbai/shahi-restaurant-ghatkopar-west/order","https://www.zomato.com/mumbai/desire-instant-chai-maza-aajaye-ghatkopar-west/order","3.4"
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","43 min","https://www.zomato.com/mumbai/powai-restaurants","Malwani, North Indian, Chinese, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","https://www.zomato.com/mumbai/powai-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","40 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Continental, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","https://www.zomato.com/mumbai/powai-restaurants","450+ orders placed from here recently","Malvani Chaska","4.1","Meghdoot","4.1","50% OFF up to 100","38 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","Street Food","₹200 for one","275+ orders placed from here recently","Locho House","4.2","Restaurant partner follows WHO protocol","275+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/malvani-chaska-ghatkopar-east/order","https://www.zomato.com/mumbai/meghdoot-ghatkopar-west/order","https://www.zomato.com/mumbai/locho-house-ghatkopar-west/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","50 min","https://www.zomato.com/mumbai/powai-restaurants","Mithai, Gujarati, Street Food, Fast Food","","₹200 for one","","750+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","750+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","52 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Continental, Italian, Street Food, Pizza, Desserts, Beverages","","₹200 for one","","75+ orders placed from here recently","Avarya Flavours of India","4.0","Hrezzo","4.2","50% OFF up to 100","37 min","","","Ice Cream, Beverages","₹200 for one","","Ice Cream Works","4.1","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/avarya-flavours-of-india-1-ghatkopar-west/order","https://www.zomato.com/mumbai/hrezzo-2-ghatkopar-west/order","https://www.zomato.com/mumbai/ice-cream-works-2-vikhroli/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","53 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, North Indian, Sichuan","","₹300 for one","","600+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","600+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","39 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Biryani, Mughlai, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","","125+ orders placed from here recently","Pavilion","4.0","Hotel Popular","4.1","50% OFF up to 100","49 min","","","Chinese, North Indian, Mughlai, Biryani, Sichuan","₹300 for one","100+ orders placed from here recently","Hotel 8 Aath Handi","3.4","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/pavilion-ghatkopar-east/order","https://www.zomato.com/mumbai/hotel-popular-ghatkopar-west/order","https://www.zomato.com/mumbai/hotel-8-aath-handi-ghatkopar-west/order",""
"","star-fill","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","48 min","https://www.zomato.com/mumbai/powai-restaurants","Cafe, Burger, Continental, Desserts, Coffee, Waffle, Pasta, Pizza","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","47 min","https://www.zomato.com/mumbai/powai-restaurants","Fast Food, Street Food, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","","100+ orders placed from here recently","The Chocolate Heaven","","N.D's Burger & More","4.1","50% OFF up to 100","51 min","","","North Indian, Chinese, Fast Food, Seafood, Mughlai, Sichuan","₹300 for one","275+ orders placed from here recently","Das Palace","4.3","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/the-chocolate-heaven-ghatkopar-east/order","https://www.zomato.com/mumbai/n-ds-burger-more-ghatkopar-east/order","https://www.zomato.com/mumbai/das-palace-chakala/order","3.5"
"","star-fill","star-fill","Pro extra 25% OFF","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","79 min","","Desserts, Bakery","","₹300 for one","","Follows all Max Safety measures to ensure your food is safe","","","https://www.zomato.com/mumbai/powai-restaurants","","","48 min","https://www.zomato.com/mumbai/powai-restaurants","Pizza, Italian, Fast Food, Chinese, Shake, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","","Follows all Max Safety measures to ensure your food is safe","Nutmeg - The Gourmet Shop","","Supreme Pizza Kitchen","3.0","50% OFF up to 100","26 min","","","Fast Food, Beverages","₹300 for one","200+ orders placed from here recently","Blunch","4.0","","","","50% OFF up to 100","","","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/nutmeg-the-gourmet-shop-chakala/order","https://www.zomato.com/mumbai/supreme-pizza-kitchen-sakinaka/order","https://www.zomato.com/mumbai/blunch-chandivali/order","3.3"
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","61 min","https://www.zomato.com/mumbai/powai-restaurants","Japanese, Asian, Sushi","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","38 min","https://www.zomato.com/mumbai/powai-restaurants","Mughlai, North Indian, Biryani, Desserts","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","You Mee","3.8","The Famous Dhaba","3.6","50% OFF up to 100","64 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Biryani, Sandwich, Fast Food, Street Food, Modern Indian, Beverages","₹300 for one","75+ orders placed from here recently","Samarth Sagar Pure Veg","4.1","Follows all Max Safety measures to ensure your food is safe","75+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/you-mee-sakinaka/order","https://www.zomato.com/mumbai/the-famous-dhaba-vikhroli/order","https://www.zomato.com/mumbai/samarth-sagar-pure-veg-versova/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","72 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Continental, Chinese, Beverages, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","35 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, North Indian, Mughlai, Seafood, Biryani, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","Golden Gate's Kitchen","3.7","The Banjara Kitchen","4.3","50% OFF up to 100","33 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Mughlai, North Indian, Biryani, Kebab, Sichuan","₹250 for one","1200+ orders placed from here recently","Rice N Spice","3.4","Restaurant partner follows WHO protocol","1200+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/golden-gates-kitchen-vile-parle-west/order","https://www.zomato.com/mumbai/the-banjara-kitchen-chandivali/order","https://www.zomato.com/mumbai/rice-n-spice-vikhroli/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","47 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Seafood, Mughlai, Shake, Sichuan","","₹250 for one","","250+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","","45 min","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Lebanese","","","Marol Darbar","3.7","Hotel Arfa","-","","47 min","","","Mithai, Desserts","₹250 for one","50+ orders placed from here recently","Punjab Sind Premium Dairy","New","","","","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/marol-darbar-marol/order","https://www.zomato.com/mumbai/hotel-arfa-mahakali/order","https://www.zomato.com/mumbai/punjab-sind-premium-dairy-near-andheri-west-station/order",""
"star-fill","","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","59 min","https://www.zomato.com/mumbai/powai-restaurants","Ice Cream, Desserts, Beverages","","₹250 for one","","175+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","49 min","https://www.zomato.com/mumbai/powai-restaurants","Maharashtrian, North Indian, Chinese, Mughlai","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","50+ orders placed from here recently","Simla Dairy Farm","3.6","Rajasthan Restaurant","","50% OFF up to 100","55 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","South Indian, Fast Food, Street Food, Sandwich, Pizza, Beverages, Desserts, Juices","₹250 for one","700+ orders placed from here recently","Pure Milk And Snack Centre","4.0","Restaurant partner follows WHO protocol","700+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/simla-dairy-farm-1-vile-parle-west/order","https://www.zomato.com/mumbai/rajasthan-restaurant-near-andheri-west-station/order","https://www.zomato.com/mumbai/pure-milk-and-snack-centre-ghatkopar-east/order","3.2"
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","46 min","https://www.zomato.com/mumbai/powai-restaurants","Roast Chicken, Burger, Pasta, Healthy Food","","₹250 for one","","75+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","35 min","https://www.zomato.com/mumbai/powai-restaurants","Juices, Beverages","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","","550+ orders placed from here recently","Bro's And Ro's","4.3","HAS Juices & More","4.1","50% OFF up to 100","28 min","","","North Indian, Chinese, Mughlai, Kebab, Sichuan","₹250 for one","1350+ orders placed from here recently","Utsav Cuisine","4.2","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/bros-and-ros-1-vikhroli/order","https://www.zomato.com/mumbai/has-juices-more-ghatkopar-west/order","https://www.zomato.com/mumbai/utsav-cuisine-powai/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","49 min","","Cafe, Coffee, Desserts","","₹200 for one","","325+ orders placed from here recently","","","https://www.zomato.com/mumbai/powai-restaurants","","https://www.zomato.com/mumbai/powai-restaurants","41 min","https://www.zomato.com/mumbai/powai-restaurants","Paan","","₹200 for one","","225+ orders placed from here recently","Barista Coffee","4.0","CPAAN","4.3","10% OFF","46 min","","","Ice Cream, Desserts","₹200 for one","","Brain Freeze Ice Cream & Desserts","4.0","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/barista-coffee-ghatkopar-east/order","https://www.zomato.com/mumbai/cpaan-near-andheri-east-station/order","https://www.zomato.com/mumbai/brain-freeze-ice-cream-desserts-ghatkopar-east/order",""
