"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 22"
"star-fill","star-fill","","50% OFF up to 100","46 min","star-fill","https://b.zmtcdn.com/data/pictures/7/19413897/5fc9689ee010e7e71602199c90bc6465_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Chinese, South Indian, Sandwich, Fast Food","","₹1,350 for one","","250+ orders placed from here recently","","","","","https://b.zmtcdn.com/data/pictures/1/19992031/bae061afa2fc88fe8d5bf7d3af769fdf_o2_featured_v2.jpg","50% OFF up to 100","","44 min","","Mithai, Desserts, Beverages","","₹1,350 for one","","King Chilli Chindian Fusion Pure Veg","3.0","Chitale Xpress","3.5","","","Donuts Hub","","50% OFF up to 100","51 min","Desserts","₹1,350 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/pictures/8/19706298/c1a9a2b841f35441ba6cfe29f61a0caf_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","https://www.zomato.com/mumbai/king-chilli-chindian-fusion-pure-veg-santacruz-east/order","https://www.zomato.com/mumbai/chitale-xpress-1-chembur/order","https://www.zomato.com/mumbai/donuts-hub-sion/order","4.3",""
"star-fill","star-fill","star-fill","50% OFF up to 100","27 min","","https://b.zmtcdn.com/data/pictures/6/19479526/ea6a49f949f1e111adf77391dda7c943_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Healthy Food, Sandwich, European, Italian, Beverages, Juices, Salad","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹1,350 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","750+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","750+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/3/20550823/ec2d63c8e43df9167cd87ef076758ca0_o2_featured_v2.jpg","60% OFF","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","30 min","","Pizza, Italian","","₹1,350 for one","","Goodness To Go By Smoke House Deli","4.0","Crusto's - Cheese Burst Pizza","3.8","","","Punjab Sind Premium Dairy","4.0","50% OFF up to 100","21 min","Mithai, Desserts, Beverages","₹1,350 for one","","200+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/5/19916565/142b0a7d35b9794ce5fd3bc88477a0bb_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/goodness-to-go-by-smoke-house-deli-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/crustos-cheese-burst-pizza-khar/order","https://www.zomato.com/mumbai/punjab-sind-premium-dairy-1-santacruz-west/order","",""
"","star-fill","star-fill","50% OFF up to 100","49 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Desserts, Beverages, Bakery","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","700+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","700+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","52 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","North Indian, Chinese, South Indian, Seafood, Biryani, Sichuan","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Dairy Punjab","","Hotel Tara Punjab","3.3","Restaurant partner follows WHO protocol","100+ orders placed from here recently","Flurys","3.9","50% OFF","53 min","Cafe, Coffee, Sandwich, Fast Food, Desserts, Beverages, Bakery","₹250 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","200+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/dairy-punjab-1-chembur/order","https://www.zomato.com/mumbai/hotel-tara-punjab-chembur/order","https://www.zomato.com/mumbai/flurys-1-kurla/order","4.2",""
"star-fill","star-fill","","50% OFF up to 100","29 min","star-fill","https://b.zmtcdn.com/data/pictures/0/19795160/c6a4fab99cae2c012151e613575c9442_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Mithai","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","550+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Restaurant partner follows WHO protocol","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","550+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/chains/4/18811074/561ce7a9907400f852fc77df37d9dbe5_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","53 min","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Desserts, Turkish","","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Your's Truly Chheda by Shreedeva Foods","4.0","Mezaya","3.7","Restaurant partner follows WHO protocol","125+ orders placed from here recently","Peppy Parathas & Rolls by Chai Point","","50% OFF up to 100","36 min","North Indian, Rolls, Fast Food, Healthy Food","₹150 for one","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/pictures/chains/7/20023817/bc6c7ddf29f96697bdad4daf7c42f2a5_o2_featured_v2.jpg","","","","","","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/yours-truly-chheda-by-shreedeva-foods-dadar-west/order","https://www.zomato.com/mumbai/mezaya-marol/order","https://www.zomato.com/mumbai/peppy-parathas-rolls-by-chai-point-bandra-talao-bandra-west/order","4.3",""
"","star-fill","star-fill","50% OFF up to 100","18 min","","https://b.zmtcdn.com/data/pictures/chains/6/41316/e964294c2c0288232087ec15a09534c4_o2_featured_v2.jpg","","","Desserts, Ice Cream","","₹150 for one","","","","","","","https://b.zmtcdn.com/data/pictures/5/19157545/2cbce5d00da60309f8b9db5922aeb238_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","51 min","","North Indian","","₹150 for one","","Bina’s Fresh Batch - Homemade Ice Cream","","Shri Vishnu Hotel","3.2","","","Dakshin Culture Curry","4.2","50% OFF up to 100","83 min","Chettinad, Andhra","₹150 for one","","50+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/4/19560904/357b1ef61611d93c190158459c2adc4d_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/binas-fresh-batch-homemade-ice-cream-hill-road-bandra-west/order","https://www.zomato.com/mumbai/shri-vishnu-hotel-chembur/order","https://www.zomato.com/mumbai/dakshin-culture-curry-powai/order","",""
"star-fill","","star-fill","50% OFF up to 100","49 min","star-fill","https://b.zmtcdn.com/data/pictures/chains/0/40490/bab7aa3e37179597ace58e6a41b798ea_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","North Indian, Chinese, Seafood, Finger Food, Hyderabadi, Biryani, Kebab, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","425+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","425+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/1/46041/9568d647e8e62f9165c9e8d16795bd9f_o2_featured_v2.jpg","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","46 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Chinese, North Indian, Asian, Sandwich, Salad, Pizza, Pasta, Shake","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Durga Restaurant And Bar","4.2","Ahar Restaurant","","Restaurant partner follows WHO protocol","50+ orders placed from here recently","Guru Kripa Pani Puri House","4.2","50% OFF up to 100","34 min","Street Food","₹150 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","675+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/pictures/0/19092590/2893d138da090978791e334ec1a808d8_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","675+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/durga-restaurant-and-bar-matunga-east/order","https://www.zomato.com/mumbai/ahar-restaurant-matunga-east/order","https://www.zomato.com/mumbai/guru-kripa-pani-puri-house-sion/order","4.2",""
"star-fill","","star-fill","50% OFF up to 100","79 min","star-fill","https://b.zmtcdn.com/data/pictures/6/19194276/eac475fa74bb5396c49f5f4ebf15e856_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Fast Food, Juices, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","100+ orders placed from here recently","https://b.zmtcdn.com/data/pictures/6/18728536/9bb37d0a9ff39daf469ba76d5a288c49_o2_featured_v2.jpg","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","45 min","","Maharashtrian, Malwani","","₹150 for one","","Mantra Juice And Fast Food","3.9","Sarangaa","","","","The Juicy Bites","3.8","50% OFF up to 100","57 min","Fast Food, Lebanese, Burger","₹150 for one","","50+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/5/19522725/17719fa0ff1a22e7a1734b45b75fe049_o2_featured_v2.gif","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/mantra-juice-and-fast-food-chembur/order","https://www.zomato.com/mumbai/sarangaa-prabhadevi/order","https://www.zomato.com/mumbai/the-juicy-bites-wadala/order","4.3",""
"","","star-fill","50% OFF up to 100","18 min","star-fill","https://b.zmtcdn.com/data/pictures/1/16547421/ecdb4404bb394b91bda145ad82c05c4d_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/pictures/6/20016116/33d86bcffc824ed629089afa69c72515_o2_featured_v2.jpg","Mithai, Street Food","","₹100 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","350+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","","350+ orders placed from here recently","","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","53 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Street Food, Sandwich, Rolls, Fast Food, Sichuan","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹100 for one","","Sindhu Sweets","","Vama The Food Fusion","","","","Yaam's Oriental Cuisine Restaurant","3.7","50% OFF up to 100","50 min","Asian, Thai, Chinese, Oriental, Seafood","₹100 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","175+ orders placed from here recently","","https://b.zmtcdn.com/data/pictures/2/20226402/823b9571b340f639f0f028661b04ef73_o2_featured_v2.jpg","","","","","","","","https://www.zomato.com/mumbai/sindhu-sweets-khar/order","https://www.zomato.com/mumbai/vama-the-food-fusion-matunga-east/order","https://www.zomato.com/mumbai/yaams-oriental-cuisine-restaurant-1-matunga-east/order","4.5",""
"star-fill","star-fill","star-fill","50% OFF up to 100","66 min","","https://b.zmtcdn.com/data/pictures/3/20223983/0676b8170c549d97a44cc8985b85fdab_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Chinese, Sichuan","","₹100 for one","","175+ orders placed from here recently","","","","","https://b.zmtcdn.com/data/pictures/8/20014548/5241824b78acafa1533e44eea82fc545_o2_featured_v2.jpg","50% OFF up to 100","","40 min","","North Indian, Street Food","","₹100 for one","","The Delicious Rasoi","3.7","Roti De Tokari","-","","","Orange Bakers","3.4","50% OFF up to 100","59 min","Bakery, Desserts, Fast Food","₹100 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/pictures/0/19679690/c4fe109d318dff346afb57147060e442_o2_featured_v2.jpg","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","https://www.zomato.com/mumbai/the-delicious-rasoi-ghatkopar-east/order","https://www.zomato.com/mumbai/roti-de-tokari-santacruz-west/order","https://www.zomato.com/mumbai/orange-bakers-marol/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Italian, Burger, Salad, Continental, Healthy Food, Desserts, Beverages","","₹250 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","975+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Follows all Max Safety measures to ensure your food is safe","","975+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","45 min","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","North Indian, Biryani","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹250 for one","","Terttulia","3.9","Amritsari By Kalra's","4.0","","","Cake Celebrations - Live Cake","3.8","50% OFF up to 100","20 min","Bakery, Desserts","₹250 for one","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","150+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","https://www.zomato.com/mumbai/terttulia-dadar-shivaji-park/order","https://www.zomato.com/mumbai/amritsari-by-kalras-bandra-kurla-complex/order","https://www.zomato.com/mumbai/cake-celebrations-live-cake-bandra-talao-bandra-west/order","",""
