"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"","star-fill","star-fill","50% OFF up to 100","38 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Sindhi","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","","75+ orders placed from here recently","","Restaurant partner follows WHO protocol","","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","41 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Chinese, Mughlai, Rolls, North Indian, Biryani, Sichuan","","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Sindh Express","","Turkish Junction","3.4","","","Karachi Sweets","4.2","50% OFF up to 100","19 min","Mithai, Street Food, Sichuan","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","475+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","475+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/sindh-express-khar/order","https://www.zomato.com/mumbai/turkish-junction-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/karachi-sweets-hill-road-bandra-west/order","3.5",""
"star-fill","star-fill","star-fill","50% OFF up to 100","39 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Italian, Burger, Salad, Continental, Healthy Food, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","18 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Terttulia","3.9","Cake Celebrations - Live Cake","3.8","Follows all Max Safety measures to ensure your food is safe","150+ orders placed from here recently","Cake Bakebon - The Cake Shop","3.5","50% OFF up to 100","15 min","Bakery","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/terttulia-dadar-shivaji-park/order","https://www.zomato.com/mumbai/cake-celebrations-live-cake-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/cake-bakebon-the-cake-shop-hill-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","20% OFF","24 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Sandwich, Healthy Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","17 min","","Cafe, Coffee, Healthy Food, Bakery, European, Mexican, Desserts, Beverages","","₹250 for one","","Happy8 Sandwich","3.9","The Village Shop","4.3","","","Harsh Chocolates","4.3","50% OFF up to 100","42 min","Desserts","₹250 for one","","50+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/happy8-sandwich-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/the-village-shop-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/harsh-chocolates-azad-nagar/order","","Pro extra 15% OFF"
"star-fill","","star-fill","50% OFF up to 100","62 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","North Indian, Biryani, Kebab, Mughlai, Awadhi","","₹250 for one","","","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","39 min","","Salad, Healthy Food","","₹250 for one","","Noshe Jaan","4.0","Bowls & Salads By Greenz","","","","Feel Good Food","3.4","50% OFF up to 100","27 min","North Indian, Healthy Food","₹250 for one","","50+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/noshe-jaan-1-jogeshwari/order","https://www.zomato.com/mumbai/bowls-salads-by-greenz-khar/order","https://www.zomato.com/mumbai/feel-good-food-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","18 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","67 min","","Chinese, North Indian, Malwani, Sichuan","","₹200 for one","","Cake Bonzer Bites","3.9","Shankari","-","","","Meals Express","4.0","50% OFF up to 100","42 min","North Indian, Thai, Chinese, Pasta","₹200 for one","","Restaurant partner follows WHO protocol","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/cake-bonzer-bites-hill-road-bandra-west/order","https://www.zomato.com/mumbai/shankari-versova/order","https://www.zomato.com/mumbai/meals-express-santacruz-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","63 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","Chinese, Sichuan","","₹200 for one","","Restaurant partner follows WHO protocol","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","30 min","","Bakery, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","","The Chef Junction","2.8","Crosta The Cake Boutique","4.3","","","Mayur Restaurant & Bar","4.0","50% OFF up to 100","30 min","South Indian, North Indian, Chinese, Fast Food, Sandwich, Ice Cream, Shake, Beverages","₹200 for one","","175+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-chef-junction-juhu/order","https://www.zomato.com/mumbai/crosta-the-cake-boutique-khar/order","https://www.zomato.com/mumbai/mayur-restaurant-bar-santacruz-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","60 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","25 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Burger, Fast Food, American, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mag St. Bread Co","4.2","Frisbees","4.4","Follows all Max Safety measures to ensure your food is safe","350+ orders placed from here recently","Cafe Kebabiz","4.0","50% OFF up to 100","22 min","Kebab, Rolls, Mughlai, Biryani","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/mag-st-bread-co-byculla/order","https://www.zomato.com/mumbai/frisbees-hill-road-bandra-west/order","https://www.zomato.com/mumbai/cafe-kebabiz-carter-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","36 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Continental, Sushi, Japanese, Asian, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","","300+ orders placed from here recently","","Restaurant partner follows WHO protocol","","300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","17 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts","","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","The Cafe By Foodhall","4.8","Country Of Origin","4.1","","","Tea Villa Cafe","4.1","50% OFF up to 100","22 min","Cafe, Coffee, Pizza, Continental, Chinese, Fast Food, Desserts, Beverages","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/the-cafe-by-foodhall-santacruz-west/order","https://www.zomato.com/mumbai/country-of-origin-reclamation-bandra-west/order","https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","55 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Biryani, Chinese, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹600 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","42 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Thai","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹600 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Kilo Culture","3.7","Tamnak Thai","4.5","Follows all Max Safety measures to ensure your food is safe","100+ orders placed from here recently","Miami Shakes & More","2.9","50% OFF up to 100","31 min","Shake, Beverages","₹600 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/kilo-culture-santacruz-west/order","https://www.zomato.com/mumbai/tamnak-thai-dadar-shivaji-park/order","https://www.zomato.com/mumbai/miami-shakes-more-khar/order","",""
"","","star-fill","50% OFF up to 100","38 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Biryani, North Indian, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹600 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","33 min","","Bakery, Desserts, Fast Food","","₹600 for one","","Ghalibs Biryani","","Tosita Bakery","","","","MBA In Khichdi","3.5","50% OFF up to 100","32 min","Healthy Food, Desserts, Beverages","₹600 for one","","Follows all Max Safety measures to ensure your food is safe","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/ghalibs-biryani-khar/order","https://www.zomato.com/mumbai/tosita-bakery-santacruz-west/order","https://www.zomato.com/mumbai/mba-in-khichdi-khar/order","3.2",""
"star-fill","","star-fill","50% OFF up to 100","25 min","star-fill","https://b.zmtcdn.com/data/pictures/chains/3/19195543/0fc63f934b30e32a6cc4862a9a49ce90_o2_featured_v2.jpg","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Bakery, Desserts, Beverages","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","₹600 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","75+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","Follows all Max Safety measures to ensure your food is safe","","75+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","30 min","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","Chinese, Asian, Desserts, Beverages, Sichuan","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","₹600 for one","","Jenny's Brownies","3.1","Beijing Chicken Lollipops","","","","Khichdi Paradise","3.1","50% OFF up to 100","29 min","Healthy Food, North Indian, Beverages","₹600 for one","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","225+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/chains/0/19746560/a0711cf8bc696948eb5364c254e42718_o2_featured_v2.jpg","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://b.zmtcdn.com/data/pictures/chains/8/19158988/91afe0d5e131ceeca4cf8283ce24f424_o2_featured_v2.jpg","","225+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/jennys-brownies-khar/order","https://www.zomato.com/mumbai/beijing-chicken-lollipops-khar/order","https://www.zomato.com/mumbai/khichdi-paradise-khar/order","3.4","Pro extra 15% OFF"
